Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
NDC_SRR21498190 - polya	(1, 0.004560713587490753)	(2, 0.01164502202672639)	(3, 0.01681383075921591)	(4, 0.02347247259695241)	(5, 0.027607519582944027)	(6, 0.03183378084068546)	(7, 0.0373370419029243)	(8, 0.04658008810690556)	(9, 0.06169125246012492)	(10, 0.0762551311828454)	(12, 0.08679037956994903)	(14, 0.09904349674167419)	(16, 0.1090466618769039)	(18, 0.11751438677101174)	(20, 0.12800402802224048)	(22, 0.13931459771921753)	(24, 0.15130927445431822)	(26, 0.16731737914641076)	(28, 0.18518017403074954)	(30, 0.19924237425884606)	(32, 0.2112522533725717)	(34, 0.22394623952442094)	(36, 0.2344358807756497)	(38, 0.24401337930938027)	(40, 0.25304359221261197)	(42, 0.2639741024439648)	(44, 0.27308032724032133)	(46, 0.28270343290992683)	(48, 0.29179445532765835)	(50, 0.3003229897362661)	(52, 0.30803059569912544)	(54, 0.317638498990106)	(56, 0.32675992616508753)	(58, 0.3356989247965694)	(60, 0.34292005464342973)	(62, 0.3512509581299128)	(64, 0.378295989703733)	(66, 0.43845180192273603)	(68, 0.44856138370834053)	(70, 0.45807807272757123)	(72, 0.46672822616517873)	(74, 0.4743294154776633)	(76, 0.4834508426526448)	(78, 0.493210769729875)	(80, 0.5006751376347349)	(82, 0.5080330888892199)	(84, 0.5160447424245787)	(86, 0.5250141458133105)	(88, 0.5338619301730426)
NDC_SRR21498225 - illumina_universal_adapter	(1, 8.528772524843604e-05)	(2, 0.00011371696699791472)	(3, 0.0001421462087473934)	(4, 0.00019900469224635076)	(5, 0.00019900469224635076)	(6, 0.00022743393399582944)	(7, 0.0002842924174947868)	(8, 0.0003127216592442655)	(9, 0.0003127216592442655)	(10, 0.00041222400536744086)	(12, 0.0004264386262421802)	(14, 0.0004264386262421802)	(16, 0.0004264386262421802)	(18, 0.0004548678679916589)	(20, 0.0004690824888663982)	(22, 0.0004975117306158769)	(24, 0.0005543702141148343)	(26, 0.000710731043736967)	(28, 0.0009950234612317538)	(30, 0.001677325263219242)	(32, 0.002714992587075214)	(34, 0.004491820196417631)	(36, 0.006851447261624361)	(38, 0.01013502468368915)	(40, 0.01445626942960991)	(42, 0.02045483943874991)	(44, 0.028073876227610196)	(46, 0.03705751662044546)	(48, 0.04875614960035593)	(50, 0.06335456523871323)	(52, 0.0822742256229913)	(54, 0.10437796108321097)	(56, 0.13198275482195476)	(58, 0.16565719167421225)	(60, 0.20776089870519018)	(62, 0.2621744674136924)	(64, 0.3283293129647292)	(66, 0.4042496030567121)	(68, 0.49717057971488315)	(70, 0.6069785259722446)	(72, 0.7429698038808759)	(74, 0.9139290491413659)	(76, 1.1189465260177314)	(78, 1.3566292016642478)	(80, 1.6371121007646043)	(82, 1.9768415396708747)	(84, 2.389861563807301)	(86, 2.8778352838162276)	(88, 3.4419851570928826)
NDC_SRR21498225 - polya	(1, 0.005799565316893651)	(2, 0.013873469973745596)	(3, 0.019246596664397066)	(4, 0.028002803123236497)	(5, 0.032437764836155174)	(6, 0.03636100019758323)	(7, 0.04176255612998418)	(8, 0.0498648900285856)	(9, 0.06587055313354209)	(10, 0.08147820685400589)	(12, 0.09238082106493097)	(14, 0.10675180276929244)	(16, 0.117355909941848)	(18, 0.12689392054879808)	(20, 0.13772546165534946)	(22, 0.1484432857949029)	(24, 0.16018456263743763)	(26, 0.1769436006487553)	(28, 0.19329041465470553)	(30, 0.20800254726006073)	(32, 0.22085256453082514)	(34, 0.23539412168568347)	(36, 0.24724911549521608)	(38, 0.2577395057007737)	(40, 0.2674765209999701)	(42, 0.27881978845801214)	(44, 0.2878318580925969)	(46, 0.2989050477540188)	(48, 0.3087699946410879)	(50, 0.31694340164406304)	(52, 0.3247614431251697)	(54, 0.3344558145617419)	(56, 0.3438943228225688)	(58, 0.3532333287372726)	(60, 0.3603832830372665)	(62, 0.3696654304684712)	(64, 0.40450546623245737)	(66, 0.46822961161391385)	(68, 0.47799505615485977)	(70, 0.4869218380641961)	(72, 0.49496731347929857)	(74, 0.5026574233725325)	(76, 0.5108734742381318)	(78, 0.5198286853892176)	(80, 0.5275472245242011)	(82, 0.5353084075218089)	(84, 0.5441356870850219)	(86, 0.5538869170050931)	(88, 0.562884772018803)
NDC_SRR21498260 - illumina_universal_adapter	(1, 2.946392451813961e-05)	(2, 2.946392451813961e-05)	(3, 5.892784903627922e-05)	(4, 5.892784903627922e-05)	(5, 8.839177355441883e-05)	(6, 0.00014731962259069808)	(7, 0.00014731962259069808)	(8, 0.00017678354710883766)	(9, 0.00017678354710883766)	(10, 0.0002357113961451169)	(12, 0.0002504433584041867)	(14, 0.00027990728292232633)	(16, 0.00032410316969953574)	(18, 0.00038303101873581497)	(20, 0.00038303101873581497)	(22, 0.00038303101873581497)	(24, 0.00041249494325395456)	(26, 0.00041249494325395456)	(28, 0.0005008867168083734)	(30, 0.0006334743771400017)	(32, 0.0007807939997306997)	(34, 0.001296412678798143)	(36, 0.0020182788294925637)	(38, 0.0029169285272958216)	(40, 0.004228073168353034)	(42, 0.005922248828146062)	(44, 0.0077932080350479275)	(46, 0.009914610600353979)	(48, 0.013494477429307941)	(50, 0.017442643314738653)	(52, 0.023276500369330294)	(54, 0.029950079272688918)	(56, 0.03809685440195452)	(58, 0.0483503001342671)	(60, 0.06297913865752341)	(62, 0.08220434940560953)	(64, 0.10561343743527143)	(66, 0.13386934104816733)	(68, 0.1679001738666186)	(70, 0.20895815268264611)	(72, 0.2628918665131007)	(74, 0.3348133062618795)	(76, 0.4214077804206918)	(78, 0.5254007020074656)	(80, 0.6542906398120674)	(82, 0.8201430709246751)	(84, 1.029882017607052)	(86, 1.2892087492534579)	(88, 1.592716635714814)
NDC_SRR21498260 - polya	(1, 0.003417815244104195)	(2, 0.005745465281037225)	(3, 0.008190971016042813)	(4, 0.012315920448582358)	(5, 0.014231075542261433)	(6, 0.017206931918593533)	(7, 0.020300643992998194)	(8, 0.023423819991920992)	(9, 0.029287140971030776)	(10, 0.03665312210056568)	(12, 0.04183877281575825)	(14, 0.04700969156869175)	(16, 0.051871239114184786)	(18, 0.05608458032027876)	(20, 0.0613291588845076)	(22, 0.06657373744873646)	(24, 0.07217188310718298)	(26, 0.07877180219924626)	(28, 0.0856368966119728)	(30, 0.09194217645885466)	(32, 0.09696577558919746)	(34, 0.10299114815315702)	(36, 0.10798528335898168)	(38, 0.11255219165929331)	(40, 0.11664767716731472)	(42, 0.12156815256184404)	(44, 0.12586988554149242)	(46, 0.13026001029469522)	(48, 0.1341787122556078)	(50, 0.13758179553745292)	(52, 0.1419424563661376)	(54, 0.1460674057986771)	(56, 0.15050172643865714)	(58, 0.15474453156926926)	(60, 0.15801502719078275)	(62, 0.16199265700073157)	(64, 0.17128852518620463)	(66, 0.18516603363424838)	(68, 0.19010124099103679)	(70, 0.19438824200842608)	(72, 0.19873417087485168)	(74, 0.20268233676028238)	(76, 0.20741129664544378)	(78, 0.21255275147385916)	(80, 0.21629466988766288)	(82, 0.21969775316950801)	(84, 0.22398475418689734)	(86, 0.22911147705305362)	(88, 0.23379624105143781)
NDC_SRR21498370 - illumina_universal_adapter	(1, 2.915488444898872e-05)	(2, 2.915488444898872e-05)	(3, 0.0001457744222449436)	(4, 0.0001749293066939323)	(5, 0.0001749293066939323)	(6, 0.00020408419114292104)	(7, 0.00023323907559190976)	(8, 0.00023323907559190976)	(9, 0.00023323907559190976)	(10, 0.0002623939600408985)	(12, 0.0002915488444898872)	(14, 0.00030612628671438156)	(16, 0.0003498586133878646)	(18, 0.0003790134978368533)	(20, 0.0003790134978368533)	(22, 0.0005102104778573026)	(24, 0.0006122525734287631)	(26, 0.0006997172267757293)	(28, 0.0010349983979390995)	(30, 0.0013994344535514585)	(32, 0.0021720388914496596)	(34, 0.003629783113899095)	(36, 0.005364498738613924)	(38, 0.008177945087941335)	(40, 0.011691108664044478)	(42, 0.016166383426964245)	(44, 0.021676656587823112)	(46, 0.028207350704396585)	(48, 0.037740997919215896)	(50, 0.049898584734444196)	(52, 0.06696876957932708)	(54, 0.08450543257539381)	(56, 0.10606546962542096)	(58, 0.13166345817163305)	(60, 0.16482713923235773)	(62, 0.20678101795445247)	(64, 0.2587058671581014)	(66, 0.3181380991073649)	(68, 0.3887074969161421)	(70, 0.4742333504472505)	(72, 0.5858382481179794)	(74, 0.7232160636416142)	(76, 0.8885096810251557)	(78, 1.0788764990348276)	(80, 1.30699889240594)	(82, 1.5890140896810077)	(84, 1.9323565863945233)	(86, 2.3399127161069364)	(88, 2.8180528210703515)
NDC_SRR21498370 - polya	(1, 0.005072949894124037)	(2, 0.012594910081963126)	(3, 0.017842789282781095)	(4, 0.02414024432376266)	(5, 0.028309392799968046)	(6, 0.03247854127617343)	(7, 0.036851773943521744)	(8, 0.04475274762919768)	(9, 0.059330189853692046)	(10, 0.07329537950475765)	(12, 0.08363078604192414)	(14, 0.09801872151750007)	(16, 0.10743574919452344)	(18, 0.11516179357350545)	(20, 0.12450593403940632)	(22, 0.13450605940540947)	(24, 0.14567238014937212)	(26, 0.1625530582453366)	(28, 0.17697014860536153)	(30, 0.18962336845622263)	(32, 0.19974011336002173)	(34, 0.2134720639354954)	(36, 0.22395324489490684)	(38, 0.23382217328088953)	(40, 0.24331208816903538)	(42, 0.25485742241083487)	(44, 0.2641140982233888)	(46, 0.27428915289608585)	(48, 0.28318139265302744)	(50, 0.29168004146990767)	(52, 0.2997850993467265)	(54, 0.30891057817925993)	(56, 0.319056477967508)	(58, 0.3290274484490622)	(60, 0.33704504167253413)	(62, 0.3465058016762309)	(64, 0.3680949936107071)	(66, 0.40706049667678046)	(68, 0.4167690731982937)	(70, 0.4264630722775825)	(72, 0.43510749551670763)	(74, 0.4424253715134038)	(76, 0.45159458267261077)	(78, 0.4609970329074096)	(80, 0.46761519167733007)	(82, 0.4748018706940058)	(84, 0.4830964353197431)	(86, 0.49375254558584847)	(88, 0.502761404880586)
NDC_SRR21498400 - illumina_universal_adapter	(1, 0.0)	(2, 2.8045267305051737e-05)	(3, 2.8045267305051737e-05)	(4, 5.6090534610103474e-05)	(5, 5.6090534610103474e-05)	(6, 8.413580191515522e-05)	(7, 8.413580191515522e-05)	(8, 8.413580191515522e-05)	(9, 8.413580191515522e-05)	(10, 8.413580191515522e-05)	(12, 8.413580191515522e-05)	(14, 9.815843556768109e-05)	(16, 0.0001262037028727328)	(18, 0.00016827160383031043)	(20, 0.00022436213844041392)	(22, 0.00029447530670304327)	(24, 0.00040665637592325024)	(26, 0.0005188374451434571)	(28, 0.0008834259201091298)	(30, 0.0016967386719556302)	(32, 0.0029447530670304325)	(34, 0.004767695441858795)	(36, 0.006871090489737676)	(38, 0.010362726269216617)	(40, 0.015200534879338042)	(42, 0.02155278792393226)	(44, 0.02833974261175478)	(46, 0.03665516436770262)	(48, 0.048812787744442546)	(50, 0.06541558598903317)	(52, 0.08490704676604413)	(54, 0.10731521534278048)	(56, 0.1342246493219776)	(58, 0.16782287955342962)	(60, 0.21118086280703957)	(62, 0.26750978218923605)	(64, 0.3331497303167096)	(66, 0.41112959605840593)	(68, 0.5039173629371696)	(70, 0.6179634424331626)	(72, 0.7591292954131404)	(74, 0.9298688827662954)	(76, 1.1344030172220378)	(78, 1.376700104104032)	(80, 1.6614997935868328)	(82, 2.0049701822718013)	(84, 2.4250181733332137)	(86, 2.918292357328116)	(88, 3.4800671067156075)
NDC_SRR21498400 - polya	(1, 0.004234835363062813)	(2, 0.01228382707961266)	(3, 0.017836790006012904)	(4, 0.02616623439561327)	(5, 0.02981211914527)	(6, 0.03441154298329848)	(7, 0.038814649950191606)	(8, 0.04742454701284249)	(9, 0.0630457609017563)	(10, 0.07810606944456909)	(12, 0.08723480395236344)	(14, 0.0993643820617983)	(16, 0.10832484496576233)	(18, 0.1171450815332011)	(20, 0.12644208764482576)	(22, 0.137407787161101)	(24, 0.14929898049844292)	(26, 0.16545305446615272)	(28, 0.17968602762346647)	(30, 0.19323189173180647)	(32, 0.20496883609897062)	(34, 0.21753311585163382)	(36, 0.22767147998241)	(38, 0.2373891651036104)	(40, 0.24762568766995433)	(42, 0.259110224631373)	(44, 0.2692345661284967)	(46, 0.2792747718237052)	(48, 0.2873938767085177)	(50, 0.294895985712619)	(52, 0.30255234368689815)	(54, 0.31151280659086217)	(56, 0.3208098127024869)	(58, 0.32918132499304475)	(60, 0.33654320766062085)	(62, 0.3445361088425606)	(64, 0.36213451407648056)	(66, 0.3952559747637467)	(68, 0.4046932072118966)	(70, 0.4137798738187334)	(72, 0.42191300133719833)	(74, 0.4297937214499179)	(76, 0.4389505012250173)	(78, 0.44816337153472674)	(80, 0.45481009988602406)	(82, 0.46177934881132937)	(84, 0.4698002952605742)	(86, 0.4786345544616655)	(88, 0.48615068609941936)
NDC_SRR21498528 - illumina_universal_adapter	(1, 3.968027223841177e-05)	(2, 3.968027223841177e-05)	(3, 3.968027223841177e-05)	(4, 3.968027223841177e-05)	(5, 3.968027223841177e-05)	(6, 3.968027223841177e-05)	(7, 3.968027223841177e-05)	(8, 3.968027223841177e-05)	(9, 3.968027223841177e-05)	(10, 3.968027223841177e-05)	(12, 7.936054447682354e-05)	(14, 9.920068059602943e-05)	(16, 0.00011904081671523532)	(18, 0.0001587210889536471)	(20, 0.00019840136119205886)	(22, 0.00021824149731126475)	(24, 0.00023808163343047063)	(26, 0.0002777619056688824)	(28, 0.0003174421779072942)	(30, 0.0004364829946225295)	(32, 0.0007936054447682354)	(34, 0.0013292891199867944)	(36, 0.0018848129313245592)	(38, 0.002757778920569618)	(40, 0.004384670082344501)	(42, 0.006686125872172384)	(44, 0.00993990819572215)	(46, 0.013947615691801737)	(48, 0.019899656527563505)	(50, 0.02682386403316636)	(52, 0.036406649778742806)	(54, 0.04771552736669016)	(56, 0.06011561244119383)	(58, 0.07557107847805522)	(60, 0.09866499692081088)	(62, 0.13048857525601712)	(64, 0.16870067742160766)	(66, 0.21820181703902636)	(68, 0.27389307912563726)	(70, 0.34523820861030163)	(72, 0.4440222463478277)	(74, 0.5684794202236063)	(76, 0.7150583458722993)	(78, 0.8949290199290199)	(80, 1.1122975512510398)	(82, 1.3822226031528357)	(84, 1.7342064580436674)	(86, 2.1549760648597855)	(88, 2.64105939978033)
NDC_SRR21498528 - polya	(1, 0.002420496606543118)	(2, 0.005356836752185589)	(3, 0.007936054447682354)	(4, 0.01118983677123212)	(5, 0.013530972833298415)	(6, 0.01682443542908659)	(7, 0.01991949666368271)	(8, 0.024720809604530533)	(9, 0.03174421779072942)	(10, 0.0397596327828886)	(12, 0.045235510351789424)	(14, 0.0508899491457631)	(16, 0.05565158181437251)	(18, 0.06021481312178987)	(20, 0.06586925191576354)	(22, 0.07138480975690278)	(24, 0.07694004787028043)	(26, 0.08370553428692964)	(28, 0.09082814315372456)	(30, 0.09779203093156583)	(32, 0.10251398332793682)	(34, 0.10828746293862573)	(36, 0.1132474969684272)	(38, 0.11777104800360613)	(40, 0.12193747658863938)	(42, 0.126718949393368)	(44, 0.13173850383152708)	(46, 0.13661917731685175)	(48, 0.14042848345173925)	(50, 0.14403938822543472)	(52, 0.14759077259077258)	(54, 0.15181672158416346)	(56, 0.1569553168390378)	(58, 0.16126062637690544)	(60, 0.1657841774120844)	(62, 0.170565650216813)	(64, 0.17947387133433645)	(66, 0.19302468430375408)	(68, 0.1974887149305754)	(70, 0.20169482378784703)	(72, 0.20546444965049615)	(74, 0.20921423537702608)	(76, 0.21322194287310567)	(78, 0.21713044968858922)	(80, 0.2207413544622847)	(82, 0.22419353814702653)	(84, 0.22834012659594055)	(86, 0.23397472525379504)	(88, 0.2382998749277819)
NDC_SRR21498546 - illumina_universal_adapter	(1, 2.3414685315995226e-05)	(2, 4.682937063199045e-05)	(3, 7.024405594798568e-05)	(4, 9.36587412639809e-05)	(5, 9.36587412639809e-05)	(6, 9.36587412639809e-05)	(7, 0.00011707342657997613)	(8, 0.00011707342657997613)	(9, 0.00014048811189597136)	(10, 0.00014048811189597136)	(12, 0.00014048811189597136)	(14, 0.00015219545455396897)	(16, 0.0001756101398699642)	(18, 0.00019902482518595942)	(20, 0.00024585419581794985)	(22, 0.00033951293708193075)	(24, 0.0003863423077139212)	(26, 0.0004917083916358998)	(28, 0.0009248800699818115)	(30, 0.001639027972119666)	(32, 0.0029034209791834083)	(34, 0.00515123076951895)	(36, 0.00848782342704827)	(38, 0.012889784266455373)	(40, 0.018626382168874203)	(42, 0.026610789861628577)	(44, 0.03660886049155854)	(46, 0.04949864475801391)	(48, 0.06537380140225868)	(50, 0.08776994790700811)	(52, 0.11649976678973425)	(54, 0.15040423112729534)	(56, 0.18880431504552753)	(58, 0.2368395419712917)	(60, 0.2967460143522655)	(62, 0.37225837449635013)	(64, 0.46107027589992)	(66, 0.5653944063253368)	(68, 0.6858629622761322)	(70, 0.8305071808156927)	(72, 1.0059182958604709)	(74, 1.2173060748932758)	(76, 1.4698334560262842)	(78, 1.7591570151333795)	(80, 2.094970431935383)	(82, 2.4953615508389015)	(84, 2.9812865152017505)	(86, 3.5504858078909365)	(88, 4.186522319814631)
NDC_SRR21498546 - polya	(1, 0.0044956195806710834)	(2, 0.012667344755953418)	(3, 0.01756101398699642)	(4, 0.025943471330122713)	(5, 0.030134700001685857)	(6, 0.03392787902287708)	(7, 0.03959423286934793)	(8, 0.04776595804463026)	(9, 0.063734773430139)	(10, 0.07972700350096376)	(12, 0.09032214860645159)	(14, 0.10215827203368719)	(16, 0.11165292692932324)	(18, 0.12086660560116735)	(20, 0.13123931119615323)	(22, 0.14147152867924317)	(24, 0.15314374930926677)	(26, 0.1696979318276754)	(28, 0.18483552588446633)	(30, 0.19723360175928578)	(32, 0.20836728462704152)	(34, 0.22193609476766074)	(36, 0.23247270315985863)	(38, 0.24235370036320858)	(40, 0.2527966500141425)	(42, 0.2634737465182363)	(44, 0.2729918160991883)	(46, 0.28309525281304027)	(48, 0.2926952737925983)	(50, 0.30057431540143076)	(52, 0.30908555351379496)	(54, 0.3182406954723491)	(56, 0.3273607154029293)	(58, 0.3361763444244015)	(60, 0.34365733638286194)	(62, 0.3521217451245942)	(64, 0.38648279582581724)	(66, 0.45652782694861693)	(68, 0.4650039430330072)	(70, 0.4734215224041075)	(72, 0.4818625164605238)	(74, 0.48984692415327813)	(76, 0.4989786514265163)	(78, 0.5075601335948285)	(80, 0.5151230769518951)	(82, 0.5225338248544076)	(84, 0.5304245738058979)	(86, 0.5390411780021842)	(88, 0.5462529010795106)
NDC_SRR21498683 - illumina_universal_adapter	(1, 2.5694648395716084e-05)	(2, 2.5694648395716084e-05)	(3, 2.5694648395716084e-05)	(4, 0.00012847324197858042)	(5, 0.00012847324197858042)	(6, 0.0001541678903742965)	(7, 0.0001541678903742965)	(8, 0.0001541678903742965)	(9, 0.0001541678903742965)	(10, 0.00017986253877001258)	(12, 0.00020555718716572867)	(14, 0.00020555718716572867)	(16, 0.00020555718716572867)	(18, 0.00020555718716572867)	(20, 0.00023125183556144477)	(22, 0.0002440991597593028)	(24, 0.00026979380815501887)	(26, 0.0004111143743314574)	(28, 0.0005138929679143218)	(30, 0.0008093814244650567)	(32, 0.0010534805842243595)	(34, 0.0013746636891708106)	(36, 0.002106961168448719)	(38, 0.003044815834892356)	(40, 0.004368090227271734)	(42, 0.006487898719918311)	(44, 0.008440691997992734)	(46, 0.010727515705211466)	(48, 0.014453239722590298)	(50, 0.019553627429139943)	(52, 0.026683892358951154)	(54, 0.034674928010018854)	(56, 0.0440920166470488)	(58, 0.05619419604143108)	(60, 0.07108424478674855)	(62, 0.09124169645318782)	(64, 0.11648668850197888)	(66, 0.14828381589167752)	(68, 0.18489868985557295)	(70, 0.23279351446518776)	(72, 0.29524435739097565)	(74, 0.3754630496824013)	(76, 0.47393778965898314)	(78, 0.5918376838227265)	(80, 0.7374749509296452)	(82, 0.9208961985024645)	(84, 1.1562077885104323)	(86, 1.4422534617757417)	(88, 1.7733932429755328)
NDC_SRR21498683 - polya	(1, 0.0031090524558816464)	(2, 0.007194501550800504)	(3, 0.009866744983954977)	(4, 0.014286224508018143)	(5, 0.017138330479942628)	(6, 0.020118909693845693)	(7, 0.02291962636897875)	(8, 0.027287716596250483)	(9, 0.03551000408287963)	(10, 0.04445174172458883)	(12, 0.04974483929410634)	(14, 0.05684940957552184)	(16, 0.06259216349196439)	(18, 0.06886165770051911)	(20, 0.07555511360760314)	(22, 0.08274961515840365)	(24, 0.08954584965907056)	(26, 0.09820494616842687)	(28, 0.10600327195652672)	(30, 0.11395576563500084)	(32, 0.1207648474598656)	(34, 0.12736837209756463)	(36, 0.13290556882684146)	(38, 0.13863547541908613)	(40, 0.14421121412095653)	(42, 0.15078904411025984)	(44, 0.1563133935153388)	(46, 0.16248010913031066)	(48, 0.16773466472723458)	(50, 0.1722954648174742)	(52, 0.17737015787562815)	(54, 0.1828945072807071)	(56, 0.18857302457616038)	(58, 0.1936991069311057)	(60, 0.19846546420851105)	(62, 0.20382279839901785)	(64, 0.21176244475329412)	(66, 0.22378754020248925)	(68, 0.22972300398189965)	(70, 0.23474630774326216)	(72, 0.23958974896585464)	(74, 0.24445888483684283)	(76, 0.25068983707280396)	(78, 0.2561242552084979)	(80, 0.2602353989518125)	(82, 0.2645007105855014)	(84, 0.2701535332325589)	(86, 0.27682129449124726)	(88, 0.2819345295219947)
NDC_SRR21498728 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.169816248921866e-05)	(6, 6.339632497843732e-05)	(7, 9.509448746765598e-05)	(8, 9.509448746765598e-05)	(9, 9.509448746765598e-05)	(10, 0.00012679264995687465)	(12, 0.000190188974935312)	(14, 0.00023773621866913998)	(16, 0.0002535852999137493)	(18, 0.0002535852999137493)	(20, 0.00028528346240296797)	(22, 0.00028528346240296797)	(24, 0.0003645288686260146)	(26, 0.00045962335609367065)	(28, 0.0005705669248059359)	(30, 0.0009826430371657785)	(32, 0.002012833318065385)	(34, 0.0036135905237709275)	(36, 0.005975103629217718)	(38, 0.009081523553161146)	(40, 0.013233982839248792)	(42, 0.01844833056872526)	(44, 0.0253109827476411)	(46, 0.034408355382046854)	(48, 0.04531252327833808)	(50, 0.06143103890410577)	(52, 0.08073521986003993)	(54, 0.10603035352643643)	(56, 0.13631794778488487)	(58, 0.1703776233795503)	(60, 0.21342372803990925)	(62, 0.271082685607798)	(64, 0.3403907178904746)	(66, 0.42355084718093977)	(68, 0.5210543949977764)	(70, 0.6387021250765115)	(72, 0.7866532984949395)	(74, 0.9701539611450264)	(76, 1.192817703550543)	(78, 1.4508090480502935)	(80, 1.751814799047914)	(82, 2.120179145335124)	(84, 2.5614968125912707)	(86, 3.093962546085166)	(88, 3.6975906543673567)
NDC_SRR21498728 - polya	(1, 0.008812089172002787)	(2, 0.014549456582551365)	(3, 0.019145690143488072)	(4, 0.02485135939154743)	(5, 0.028369855427850702)	(6, 0.03157136983926179)	(7, 0.035977414425263185)	(8, 0.04421893667246003)	(9, 0.05632763474334156)	(10, 0.07052841153851153)	(12, 0.08092540883497525)	(14, 0.09453976962409466)	(16, 0.10457223805193236)	(18, 0.11374885609256116)	(20, 0.12436774052644942)	(22, 0.13509756852904994)	(24, 0.14563720755671516)	(26, 0.1579677927650212)	(28, 0.17067875592319787)	(30, 0.18261311410038872)	(32, 0.1935014329154353)	(34, 0.20627579239859045)	(36, 0.21611807185149284)	(38, 0.22637242741675506)	(40, 0.23613546146343442)	(42, 0.24716642200968253)	(44, 0.2568343615688942)	(46, 0.2665023011281059)	(48, 0.27526684305637483)	(50, 0.2831438364349457)	(52, 0.2905295082949336)	(54, 0.2991831066544903)	(56, 0.3084548191825868)	(58, 0.3178691734418847)	(60, 0.3257937140641894)	(62, 0.3354141063796673)	(64, 0.4006013775387455)	(66, 0.5268076114895696)	(68, 0.5364914001300258)	(70, 0.5447012242147335)	(72, 0.5528793501369519)	(74, 0.5608831361654796)	(76, 0.5685857896503597)	(78, 0.5764786321101751)	(80, 0.5827231701205513)	(82, 0.5895382750557332)	(84, 0.5984613077964483)	(86, 0.6073526423746742)	(88, 0.6152137866720004)
NDC_SRR21498778 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.8209811033759808e-05)	(5, 5.6419622067519616e-05)	(6, 8.462943310127943e-05)	(7, 8.462943310127943e-05)	(8, 0.00014104905516879905)	(9, 0.00014104905516879905)	(10, 0.00015515396068567895)	(12, 0.00016925886620255886)	(14, 0.00019746867723631866)	(16, 0.00022567848827007847)	(18, 0.00026799320482071823)	(20, 0.00032441282688823784)	(22, 0.00038083244895575745)	(24, 0.00047956678757391674)	(26, 0.000592406031708956)	(28, 0.0009168188585971938)	(30, 0.001622064134441189)	(32, 0.0029902399695785394)	(34, 0.004725143348154768)	(36, 0.007546124451530748)	(38, 0.010719728192828728)	(40, 0.015120458714095258)	(42, 0.02203186241736641)	(44, 0.02946514762476212)	(46, 0.03911290299830797)	(48, 0.05158163947522981)	(50, 0.06774586119757418)	(52, 0.0880287153308475)	(54, 0.11165443207162132)	(56, 0.1396667744281448)	(58, 0.17343391823555532)	(60, 0.21511391403793542)	(62, 0.2667378682297159)	(64, 0.33252314756044377)	(66, 0.408717847162629)	(68, 0.4970709753203647)	(70, 0.6032385991459197)	(72, 0.7366004808080193)	(74, 0.9013175674341427)	(76, 1.093779003211969)	(78, 1.3214462831599276)	(80, 1.590455041177861)	(82, 1.9098888364186404)	(84, 2.3074497033174177)	(86, 2.7790331143687803)	(88, 3.321394941303846)
NDC_SRR21498778 - polya	(1, 0.004005793166793893)	(2, 0.010635098759727448)	(3, 0.014556262493420062)	(4, 0.021213777897387376)	(5, 0.024457906166269753)	(6, 0.02804055216755725)	(7, 0.03280801023226266)	(8, 0.03997330223483765)	(9, 0.05345759190897484)	(10, 0.06650462951208874)	(12, 0.07526377583807117)	(14, 0.08666053949571013)	(16, 0.09472854545136544)	(18, 0.10264139744633506)	(20, 0.11106202603991237)	(22, 0.12056873235828942)	(24, 0.1297651307552951)	(26, 0.14343278420115174)	(28, 0.15663497576495133)	(30, 0.1671854450915775)	(32, 0.17663573178788705)	(34, 0.18933014675307897)	(36, 0.1989920070321417)	(38, 0.20800504165742795)	(40, 0.21629872610135334)	(42, 0.22649657279005753)	(44, 0.2349172013836348)	(46, 0.2429852073392901)	(48, 0.25109552801149604)	(50, 0.25817619058096974)	(52, 0.26527095805596035)	(54, 0.27374800627160517)	(56, 0.2826764114637902)	(58, 0.2918304951442452)	(60, 0.29899578714682024)	(62, 0.30748694026798196)	(64, 0.3328334554818151)	(66, 0.37541616523727556)	(68, 0.3843163606184268)	(70, 0.3916085967706537)	(72, 0.39897135745046497)	(74, 0.405896866059253)	(76, 0.41373919352663824)	(78, 0.4214827866554053)	(80, 0.42792872847661945)	(82, 0.4344310899199011)	(84, 0.44194900456039804)	(86, 0.45094793428016744)	(88, 0.458282485148945)
