"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","defense response to virus","27","591","185","12477","5.91e-7","1.79e-3","3.08","1.79e-3","1.78e-3","1.71e-7","ENSG00000187608,ENSG00000103490,ENSG00000121060,ENSG00000239839,ENSG00000111335,ENSG00000027697,ENSG00000204397,ENSG00000111331,ENSG00000138496,ENSG00000092929,ENSG00000119922,ENSG00000142748,ENSG00000163840,ENSG00000176171,ENSG00000180644,ENSG00000130303,ENSG00000152778,ENSG00000134321,ENSG00000138646,ENSG00000137752,ENSG00000157601,ENSG00000172936,ENSG00000164342,ENSG00000126709,ENSG00000088888,ENSG00000119917,ENSG00000185745"
"GOTERM_BP_DIRECT","signal transduction","81","591","999","12477","1.73e-6","2.54e-3","1.71","5.24e-3","2.53e-3","9.82e-7","ENSG00000149177,ENSG00000103490,ENSG00000066027,ENSG00000169583,ENSG00000170890,ENSG00000171388,ENSG00000027697,ENSG00000204397,ENSG00000008853,ENSG00000120907,ENSG00000139567,ENSG00000141574,ENSG00000128917,ENSG00000126458,ENSG00000140600,ENSG00000123143,ENSG00000180448,ENSG00000168539,ENSG00000140961,ENSG00000239697,ENSG00000143674,ENSG00000073008,ENSG00000001617,ENSG00000132669,ENSG00000172322,ENSG00000131370,ENSG00000138769,ENSG00000137752,ENSG00000150630,ENSG00000067606,ENSG00000119535,ENSG00000164342,ENSG00000102837,ENSG00000088888,ENSG00000185585,ENSG00000171509,ENSG00000164823,ENSG00000163219,ENSG00000013588,ENSG00000154146,ENSG00000155511,ENSG00000197471,ENSG00000105538,ENSG00000047365,ENSG00000133121,ENSG00000076641,ENSG00000114646,ENSG00000005844,ENSG00000137486,ENSG00000137962,ENSG00000006451,ENSG00000169248,ENSG00000169245,ENSG00000120217,ENSG00000033327,ENSG00000145555,ENSG00000103034,ENSG00000123094,ENSG00000133019,ENSG00000198431,ENSG00000071242,ENSG00000157927,ENSG00000198873,ENSG00000130669,ENSG00000115604,ENSG00000112576,ENSG00000115602,ENSG00000171132,ENSG00000113389,ENSG00000138669,ENSG00000116016,ENSG00000157601,ENSG00000172936,ENSG00000164161,ENSG00000164086,ENSG00000187266,ENSG00000182010,ENSG00000171608,ENSG00000078902,ENSG00000053747,ENSG00000127533"
"GOTERM_BP_DIRECT","innate immune response","39","591","364","12477","3.72e-6","2.54e-3","2.26","1.12e-2","2.53e-3","1.52e-6","ENSG00000177663,ENSG00000156587,ENSG00000187608,ENSG00000110446,ENSG00000103490,ENSG00000121060,ENSG00000239839,ENSG00000111335,ENSG00000196821,ENSG00000173369,ENSG00000111331,ENSG00000163220,ENSG00000163221,ENSG00000138496,ENSG00000119922,ENSG00000102921,ENSG00000163840,ENSG00000100342,ENSG00000068079,ENSG00000173193,ENSG00000130303,ENSG00000132109,ENSG00000173372,ENSG00000152778,ENSG00000134321,ENSG00000138646,ENSG00000157601,ENSG00000172936,ENSG00000163154,ENSG00000164342,ENSG00000143546,ENSG00000126709,ENSG00000088888,ENSG00000171608,ENSG00000168067,ENSG00000000938,ENSG00000162722,ENSG00000119917,ENSG00000078902"
"GOTERM_BP_DIRECT","angiogenesis","30","591","243","12477","4.09e-6","2.54e-3","2.61","1.23e-2","2.53e-3","1.42e-6","ENSG00000105974,ENSG00000149177,ENSG00000105538,ENSG00000166292,ENSG00000171388,ENSG00000005961,ENSG00000139567,ENSG00000154764,ENSG00000174804,ENSG00000172889,ENSG00000170989,ENSG00000128917,ENSG00000127329,ENSG00000140105,ENSG00000177283,ENSG00000163421,ENSG00000125266,ENSG00000120156,ENSG00000239697,ENSG00000132622,ENSG00000131477,ENSG00000154133,ENSG00000114019,ENSG00000113389,ENSG00000116016,ENSG00000150630,ENSG00000165197,ENSG00000163251,ENSG00000124440,ENSG00000162367"
"GOTERM_BP_DIRECT","G protein-coupled receptor signaling pathway","35","591","310","12477","4.19e-6","2.54e-3","2.38","1.26e-2","2.53e-3","1.60e-6","ENSG00000177464,ENSG00000105971,ENSG00000180772,ENSG00000132376,ENSG00000120907,ENSG00000170214,ENSG00000117114,ENSG00000122679,ENSG00000170989,ENSG00000169245,ENSG00000084234,ENSG00000169860,ENSG00000163421,ENSG00000168539,ENSG00000133019,ENSG00000131477,ENSG00000043591,ENSG00000069122,ENSG00000114812,ENSG00000198873,ENSG00000134243,ENSG00000169252,ENSG00000113389,ENSG00000171596,ENSG00000181072,ENSG00000139874,ENSG00000171873,ENSG00000174837,ENSG00000121797,ENSG00000171509,ENSG00000124126,ENSG00000125910,ENSG00000169418,ENSG00000013588,ENSG00000127533"
"GOTERM_BP_DIRECT","cholesterol biosynthetic process via lathosterol","8","591","19","12477","1.56e-5","7.88e-3","8.89","4.62e-2","7.85e-3","1.15e-6","ENSG00000052802,ENSG00000067064,ENSG00000112972,ENSG00000167508,ENSG00000147155,ENSG00000109929,ENSG00000172893,ENSG00000160752"
"GOTERM_BP_DIRECT","cholesterol biosynthetic process via desmosterol","8","591","20","12477","2.31e-5","9.97e-3","8.44","6.74e-2","9.93e-3","1.84e-6","ENSG00000052802,ENSG00000067064,ENSG00000112972,ENSG00000167508,ENSG00000147155,ENSG00000109929,ENSG00000172893,ENSG00000160752"
"GOTERM_BP_DIRECT","negative regulation of viral genome replication","10","591","38","12477","5.28e-5","2.00e-2","5.56","1.48e-1","1.99e-2","7.47e-6","ENSG00000187608,ENSG00000130303,ENSG00000088888,ENSG00000102921,ENSG00000152778,ENSG00000134321,ENSG00000111335,ENSG00000185745,ENSG00000111331,ENSG00000157601"
"GOTERM_BP_DIRECT","defense response to bacterium","15","591","92","12477","9.95e-5","3.35e-2","3.44","2.60e-1","3.33e-2","2.51e-5","ENSG00000197471,ENSG00000187608,ENSG00000103490,ENSG00000239839,ENSG00000111335,ENSG00000204397,ENSG00000137752,ENSG00000111331,ENSG00000172936,ENSG00000163220,ENSG00000164342,ENSG00000143546,ENSG00000163221,ENSG00000138772,ENSG00000088888"
"GOTERM_BP_DIRECT","vasculogenesis","11","591","53","12477","1.60e-4","4.85e-2","4.38","3.84e-1","4.82e-2","3.04e-5","ENSG00000173706,ENSG00000103241,ENSG00000131477,ENSG00000174804,ENSG00000172889,ENSG00000105974,ENSG00000149177,ENSG00000164690,ENSG00000105538,ENSG00000166292,ENSG00000112531"
"GOTERM_BP_DIRECT","antiviral innate immune response","12","591","67","12477","2.77e-4","7.50e-2","3.78","5.68e-1","7.47e-2","6.26e-5","ENSG00000119922,ENSG00000132109,ENSG00000088888,ENSG00000169245,ENSG00000121060,ENSG00000152778,ENSG00000136014,ENSG00000119917,ENSG00000111335,ENSG00000185745,ENSG00000111331,ENSG00000157601"
"GOTERM_BP_DIRECT","farnesyl diphosphate biosynthetic process, mevalonate pathway","5","591","8","12477","2.97e-4","7.50e-2","13.19","5.94e-1","7.47e-2","1.17e-5","ENSG00000067064,ENSG00000120437,ENSG00000112972,ENSG00000167508,ENSG00000160752"
"GOTERM_BP_DIRECT","positive regulation of inflammatory response","14","591","93","12477","4.13e-4","9.62e-2","3.18","7.14e-1","9.58e-2","1.14e-4","ENSG00000177464,ENSG00000177663,ENSG00000068079,ENSG00000245848,ENSG00000103490,ENSG00000115602,ENSG00000204397,ENSG00000137752,ENSG00000163220,ENSG00000164342,ENSG00000143546,ENSG00000163221,ENSG00000162545,ENSG00000056736"
"GOTERM_BP_DIRECT","positive regulation of angiogenesis","16","591","122","12477","6.26e-4","1.35e-1","2.77","8.50e-1","1.35e-1","2.02e-4","ENSG00000131477,ENSG00000179348,ENSG00000064393,ENSG00000179776,ENSG00000130669,ENSG00000213853,ENSG00000114378,ENSG00000139567,ENSG00000150630,ENSG00000164342,ENSG00000138772,ENSG00000171608,ENSG00000183287,ENSG00000126458,ENSG00000120156,ENSG00000239697"
"GOTERM_BP_DIRECT","response to virus","14","591","98","12477","6.90e-4","1.39e-1","3.02","8.76e-1","1.39e-1","2.02e-4","ENSG00000177663,ENSG00000187608,ENSG00000130303,ENSG00000134321,ENSG00000111335,ENSG00000027697,ENSG00000181072,ENSG00000114378,ENSG00000111331,ENSG00000157601,ENSG00000119922,ENSG00000000938,ENSG00000119917,ENSG00000185745"
"GOTERM_BP_DIRECT","cell surface receptor signaling pathway","24","591","235","12477","7.64e-4","1.43e-1","2.16","9.01e-1","1.43e-1","3.25e-4","ENSG00000177663,ENSG00000197471,ENSG00000188906,ENSG00000179776,ENSG00000069122,ENSG00000180772,ENSG00000114812,ENSG00000169252,ENSG00000169031,ENSG00000137486,ENSG00000117114,ENSG00000172936,ENSG00000174804,ENSG00000174837,ENSG00000166961,ENSG00000169245,ENSG00000169860,ENSG00000120217,ENSG00000171608,ENSG00000163251,ENSG00000177283,ENSG00000120156,ENSG00000169418,ENSG00000102882"
"GOTERM_BP_DIRECT","adenylate cyclase-activating adrenergic receptor signaling pathway","5","591","10","12477","8.27e-4","1.43e-1","10.56","9.18e-1","1.43e-1","4.84e-5","ENSG00000043591,ENSG00000169252,ENSG00000171873,ENSG00000120907,ENSG00000170214"
"GOTERM_BP_DIRECT","sterol biosynthetic process","6","591","17","12477","8.95e-4","1.43e-1","7.45","9.33e-1","1.43e-1","8.70e-5","ENSG00000052802,ENSG00000170271,ENSG00000133935,ENSG00000167508,ENSG00000147155,ENSG00000172893"
"GOTERM_BP_DIRECT","cholesterol biosynthetic process","8","591","34","12477","8.99e-4","1.43e-1","4.97","9.34e-1","1.43e-1","1.47e-4","ENSG00000052802,ENSG00000067064,ENSG00000112972,ENSG00000167508,ENSG00000147155,ENSG00000109929,ENSG00000172893,ENSG00000160752"
"GOTERM_BP_DIRECT","protein localization to plasma membrane","16","591","134","12477","1.65e-3","2.50e-1","2.52","9.93e-1","2.49e-1","5.91e-4","ENSG00000158769,ENSG00000131477,ENSG00000024422,ENSG00000065054,ENSG00000213853,ENSG00000115306,ENSG00000138669,ENSG00000110047,ENSG00000133246,ENSG00000132376,ENSG00000067606,ENSG00000084710,ENSG00000122679,ENSG00000099282,ENSG00000169860,ENSG00000072415"
"GOTERM_BP_DIRECT","response to hypoxia","17","591","149","12477","1.82e-3","2.62e-1","2.41","9.96e-1","2.61e-1","6.84e-4","ENSG00000129993,ENSG00000093010,ENSG00000177674,ENSG00000129474,ENSG00000105974,ENSG00000198763,ENSG00000198786,ENSG00000198712,ENSG00000198888,ENSG00000116016,ENSG00000150630,ENSG00000174804,ENSG00000165197,ENSG00000144791,ENSG00000108576,ENSG00000124440,ENSG00000176171"
"GOTERM_BP_DIRECT","negative regulation of small GTPase mediated signal transduction","5","591","13","12477","2.51e-3","3.36e-1","8.12","1.00e+0","3.35e-1","2.20e-4","ENSG00000128849,ENSG00000163219,ENSG00000145147,ENSG00000180448,ENSG00000137962"
"GOTERM_BP_DIRECT","monoatomic ion transport","17","591","154","12477","2.55e-3","3.36e-1","2.33","1.00e+0","3.35e-1","9.95e-4","ENSG00000155511,ENSG00000106688,ENSG00000174640,ENSG00000110446,ENSG00000137726,ENSG00000078114,ENSG00000140090,ENSG00000175538,ENSG00000173930,ENSG00000170745,ENSG00000102934,ENSG00000084453,ENSG00000169860,ENSG00000144285,ENSG00000187688,ENSG00000100300,ENSG00000124134"
"GOTERM_BP_DIRECT","olfactory bulb development","5","591","14","12477","3.39e-3","4.01e-1","7.54","1.00e+0","4.00e-1","3.28e-4","ENSG00000188906,ENSG00000174951,ENSG00000095713,ENSG00000145147,ENSG00000135049"
"GOTERM_BP_DIRECT","cell differentiation","38","591","491","12477","3.40e-3","4.01e-1","1.63","1.00e+0","4.00e-1","1.96e-3","ENSG00000105971,ENSG00000158769,ENSG00000179348,ENSG00000105974,ENSG00000137824,ENSG00000143171,ENSG00000005884,ENSG00000139567,ENSG00000154764,ENSG00000128917,ENSG00000127946,ENSG00000120156,ENSG00000140961,ENSG00000182985,ENSG00000239697,ENSG00000168899,ENSG00000103034,ENSG00000154133,ENSG00000134243,ENSG00000066336,ENSG00000151702,ENSG00000168062,ENSG00000171476,ENSG00000137834,ENSG00000173930,ENSG00000150630,ENSG00000006468,ENSG00000156414,ENSG00000186350,ENSG00000168743,ENSG00000169994,ENSG00000160360,ENSG00000152804,ENSG00000165197,ENSG00000171608,ENSG00000000938,ENSG00000125798,ENSG00000124920"
"GOTERM_BP_DIRECT","brown fat cell differentiation","7","591","32","12477","3.45e-3","4.01e-1","4.62","1.00e+0","4.00e-1","6.17e-4","ENSG00000119711,ENSG00000179348,ENSG00000043591,ENSG00000245848,ENSG00000169252,ENSG00000176171,ENSG00000105552"
"GOTERM_BP_DIRECT","adenylate cyclase-activating G protein-coupled receptor signaling pathway","12","591","92","12477","4.00e-3","4.48e-1","2.75","1.00e+0","4.46e-1","1.29e-3","ENSG00000177464,ENSG00000131477,ENSG00000122679,ENSG00000169248,ENSG00000043591,ENSG00000170989,ENSG00000069122,ENSG00000169245,ENSG00000114812,ENSG00000171509,ENSG00000169252,ENSG00000125910"
"GOTERM_BP_DIRECT","zymosterol biosynthetic process","5","591","15","12477","4.45e-3","4.64e-1","7.04","1.00e+0","4.62e-1","4.74e-4","ENSG00000052802,ENSG00000067064,ENSG00000112972,ENSG00000167508,ENSG00000160752"
"GOTERM_BP_DIRECT","defense response to fungus","5","591","15","12477","4.45e-3","4.64e-1","7.04","1.00e+0","4.62e-1","4.74e-4","ENSG00000177663,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000239839"
"GOTERM_BP_DIRECT","geranylgeranyl diphosphate biosynthetic process","4","591","8","12477","4.93e-3","4.84e-1","10.56","1.00e+0","4.82e-1","2.99e-4","ENSG00000067064,ENSG00000112972,ENSG00000167508,ENSG00000160752"
"GOTERM_BP_DIRECT","inflammatory response","29","591","352","12477","4.96e-3","4.84e-1","1.74","1.00e+0","4.82e-1","2.66e-3","ENSG00000131203,ENSG00000177663,ENSG00000158769,ENSG00000180772,ENSG00000103490,ENSG00000008516,ENSG00000005844,ENSG00000204397,ENSG00000163220,ENSG00000163221,ENSG00000169248,ENSG00000169245,ENSG00000163421,ENSG00000070614,ENSG00000074416,ENSG00000160712,ENSG00000128284,ENSG00000115604,ENSG00000115602,ENSG00000114378,ENSG00000137752,ENSG00000067606,ENSG00000172936,ENSG00000164342,ENSG00000143546,ENSG00000169710,ENSG00000121797,ENSG00000171608,ENSG00000078902"
"GOTERM_BP_DIRECT","lipid biosynthetic process","6","591","25","12477","5.62e-3","5.09e-1","5.07","1.00e+0","5.06e-1","9.01e-4","ENSG00000052802,ENSG00000169710,ENSG00000170271,ENSG00000109929,ENSG00000135929,ENSG00000131069"
"GOTERM_BP_DIRECT","defense response","11","591","83","12477","5.62e-3","5.09e-1","2.80","1.00e+0","5.06e-1","1.78e-3","ENSG00000119535,ENSG00000169248,ENSG00000103490,ENSG00000169245,ENSG00000239839,ENSG00000111335,ENSG00000027697,ENSG00000056736,ENSG00000111331,ENSG00000157601,ENSG00000180644"
"GOTERM_BP_DIRECT","smooth muscle contraction","5","591","16","12477","5.71e-3","5.09e-1","6.60","1.00e+0","5.06e-1","6.62e-4","ENSG00000133019,ENSG00000169252,ENSG00000119782,ENSG00000171596,ENSG00000120907"
"GOTERM_BP_DIRECT","neutrophil chemotaxis","8","591","47","12477","6.18e-3","5.23e-1","3.59","1.00e+0","5.20e-1","1.48e-3","ENSG00000119535,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000169245,ENSG00000171608,ENSG00000170890,ENSG00000124126"
"GOTERM_BP_DIRECT","adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway","3","591","3","12477","6.49e-3","5.23e-1","21.11","1.00e+0","5.20e-1","1.06e-4","ENSG00000133019,ENSG00000181072,ENSG00000168539"
"GOTERM_BP_DIRECT","pilomotor reflex","3","591","3","12477","6.49e-3","5.23e-1","21.11","1.00e+0","5.20e-1","1.06e-4","ENSG00000168743,ENSG00000105707,ENSG00000120907"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","11","591","85","12477","6.65e-3","5.23e-1","2.73","1.00e+0","5.20e-1","2.16e-3","ENSG00000105971,ENSG00000168743,ENSG00000064393,ENSG00000266524,ENSG00000179776,ENSG00000164120,ENSG00000066336,ENSG00000184113,ENSG00000147883,ENSG00000102760,ENSG00000139567"
"GOTERM_BP_DIRECT","regulation of bicellular tight junction assembly","4","591","9","12477","7.13e-3","5.23e-1","9.38","1.00e+0","5.20e-1","5.19e-4","ENSG00000158769,ENSG00000163251,ENSG00000197879,ENSG00000104067"
"GOTERM_BP_DIRECT","dopamine catabolic process","4","591","9","12477","7.13e-3","5.23e-1","9.38","1.00e+0","5.20e-1","5.19e-4","ENSG00000189221,ENSG00000093010,ENSG00000196502,ENSG00000111275"
"GOTERM_BP_DIRECT","endothelial cell migration","7","591","37","12477","7.25e-3","5.23e-1","3.99","1.00e+0","5.20e-1","1.54e-3","ENSG00000132622,ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000140945,ENSG00000133121,ENSG00000239697"
"GOTERM_BP_DIRECT","lung development","10","591","73","12477","7.25e-3","5.23e-1","2.89","1.00e+0","5.20e-1","2.21e-3","ENSG00000115363,ENSG00000173706,ENSG00000103241,ENSG00000245848,ENSG00000167972,ENSG00000164690,ENSG00000183287,ENSG00000116016,ENSG00000005884,ENSG00000196549"
"GOTERM_BP_DIRECT","positive regulation of MAPK cascade","17","591","174","12477","8.35e-3","5.88e-1","2.06","1.00e+0","5.85e-1","3.70e-3","ENSG00000105971,ENSG00000160867,ENSG00000043591,ENSG00000188906,ENSG00000140807,ENSG00000160712,ENSG00000149177,ENSG00000125170,ENSG00000170890,ENSG00000171132,ENSG00000169252,ENSG00000171873,ENSG00000120907,ENSG00000170214,ENSG00000134470,ENSG00000120156,ENSG00000070614"
"GOTERM_BP_DIRECT","steroid metabolic process","6","591","28","12477","9.25e-3","6.36e-1","4.52","1.00e+0","6.33e-1","1.70e-3","ENSG00000106258,ENSG00000052802,ENSG00000100300,ENSG00000135929,ENSG00000196502,ENSG00000025423"
"GOTERM_BP_DIRECT","T cell chemotaxis","4","591","10","12477","9.84e-3","6.44e-1","8.44","1.00e+0","6.41e-1","8.32e-4","ENSG00000169248,ENSG00000169245,ENSG00000171608,ENSG00000161921"
"GOTERM_BP_DIRECT","cholesterol homeostasis","10","591","77","12477","1.02e-2","6.44e-1","2.74","1.00e+0","6.41e-1","3.30e-3","ENSG00000160867,ENSG00000105974,ENSG00000005187,ENSG00000109084,ENSG00000110442,ENSG00000277494,ENSG00000169174,ENSG00000110047,ENSG00000100300,ENSG00000198911"
"GOTERM_BP_DIRECT","negative regulation of angiogenesis","10","591","77","12477","1.02e-2","6.44e-1","2.74","1.00e+0","6.41e-1","3.30e-3","ENSG00000177464,ENSG00000169245,ENSG00000152804,ENSG00000184113,ENSG00000112531,ENSG00000140092,ENSG00000169031,ENSG00000120156,ENSG00000169418,ENSG00000102760"
