"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","cell projection","17","1039","113","13004","1.74e-2","1.90e-1","1.88","1.00e+0","1.80e-1","8.17e-3","ENSG00000185924,ENSG00000095397,ENSG00000155066,ENSG00000072110,ENSG00000106976,ENSG00000066248,ENSG00000110492,ENSG00000106819,ENSG00000118785,ENSG00000173898,ENSG00000038427,ENSG00000114473,ENSG00000116141,ENSG00000071909,ENSG00000101311,ENSG00000124772,ENSG00000018625"
"GOTERM_CC_DIRECT","radial spoke head 3","3","1039","3","13004","1.81e-2","1.90e-1","12.52","1.00e+0","1.80e-1","5.09e-4","ENSG00000111834,ENSG00000160188,ENSG00000172426"
"GOTERM_CC_DIRECT","axonemal doublet microtubule","3","1039","3","13004","1.81e-2","1.90e-1","12.52","1.00e+0","1.80e-1","5.09e-4","ENSG00000186710,ENSG00000171962,ENSG00000163885"
"GOTERM_CC_DIRECT","monomeric IgA immunoglobulin complex","3","1039","3","13004","1.81e-2","1.90e-1","12.52","1.00e+0","1.80e-1","5.09e-4","ENSG00000239951,ENSG00000276173,ENSG00000132465"
"GOTERM_CC_DIRECT","radial spoke head 1","3","1039","3","13004","1.81e-2","1.90e-1","12.52","1.00e+0","1.80e-1","5.09e-4","ENSG00000111834,ENSG00000160188,ENSG00000172426"
"GOTERM_CC_DIRECT","outer dynein arm docking complex","3","1039","3","13004","1.81e-2","1.90e-1","12.52","1.00e+0","1.80e-1","5.09e-4","ENSG00000105479,ENSG00000198003,ENSG00000204815"
"GOTERM_CC_DIRECT","manchette","6","1039","20","13004","1.81e-2","1.90e-1","3.75","1.00e+0","1.80e-1","3.74e-3","ENSG00000122735,ENSG00000152582,ENSG00000114473,ENSG00000172361,ENSG00000156042,ENSG00000164972"
"GOTERM_CC_DIRECT","glutamatergic synapse","53","1039","489","13004","1.99e-2","2.05e-1","1.36","1.00e+0","1.94e-1","1.37e-2","ENSG00000114948,ENSG00000132535,ENSG00000108947,ENSG00000151491,ENSG00000114423,ENSG00000151136,ENSG00000185070,ENSG00000185033,ENSG00000183454,ENSG00000149256,ENSG00000147799,ENSG00000054803,ENSG00000072110,ENSG00000021645,ENSG00000117600,ENSG00000150672,ENSG00000173898,ENSG00000114251,ENSG00000172915,ENSG00000104290,ENSG00000186479,ENSG00000168824,ENSG00000144596,ENSG00000108852,ENSG00000017427,ENSG00000101463,ENSG00000131788,ENSG00000218336,ENSG00000132639,ENSG00000110881,ENSG00000105737,ENSG00000066248,ENSG00000041982,ENSG00000131188,ENSG00000139220,ENSG00000116141,ENSG00000102468,ENSG00000101333,ENSG00000105245,ENSG00000131711,ENSG00000133216,ENSG00000065320,ENSG00000154096,ENSG00000077264,ENSG00000110076,ENSG00000157766,ENSG00000121753,ENSG00000085552,ENSG00000087258,ENSG00000169851,ENSG00000143847,ENSG00000108797,ENSG00000106772"
"GOTERM_CC_DIRECT","neuron projection","29","1039","234","13004","2.02e-2","2.05e-1","1.55","1.00e+0","1.94e-1","1.19e-2","ENSG00000104783,ENSG00000149294,ENSG00000132535,ENSG00000218336,ENSG00000132639,ENSG00000131188,ENSG00000155974,ENSG00000175426,ENSG00000185070,ENSG00000133083,ENSG00000164932,ENSG00000183454,ENSG00000149256,ENSG00000120332,ENSG00000124772,ENSG00000141433,ENSG00000113805,ENSG00000080854,ENSG00000150672,ENSG00000133115,ENSG00000170558,ENSG00000143603,ENSG00000230873,ENSG00000186479,ENSG00000145362,ENSG00000180616,ENSG00000108852,ENSG00000142798,ENSG00000166963"
"GOTERM_CC_DIRECT","fascia adherens","4","1039","8","13004","2.09e-2","2.09e-1","6.26","1.00e+0","1.98e-1","2.18e-3","ENSG00000170558,ENSG00000096696,ENSG00000175084,ENSG00000072110"
"GOTERM_CC_DIRECT","intercalated disc","9","1039","44","13004","2.16e-2","2.12e-1","2.56","1.00e+0","2.01e-1","7.09e-3","ENSG00000170558,ENSG00000151320,ENSG00000096696,ENSG00000175084,ENSG00000154330,ENSG00000145362,ENSG00000057294,ENSG00000174437,ENSG00000018625"
"GOTERM_CC_DIRECT","ciliary base","9","1039","45","13004","2.45e-2","2.36e-1","2.50","1.00e+0","2.24e-1","8.25e-3","ENSG00000169126,ENSG00000188343,ENSG00000203780,ENSG00000186973,ENSG00000257057,ENSG00000134874,ENSG00000111087,ENSG00000165698,ENSG00000080823"
"GOTERM_CC_DIRECT","extracellular exosome","157","1039","1698","13004","2.92e-2","2.78e-1","1.16","1.00e+0","2.64e-1","2.40e-2","ENSG00000134757,ENSG00000151892,ENSG00000243238,ENSG00000211644,ENSG00000151491,ENSG00000175220,ENSG00000186081,ENSG00000000971,ENSG00000205403,ENSG00000164692,ENSG00000165309,ENSG00000162552,ENSG00000278468,ENSG00000072110,ENSG00000075223,ENSG00000197641,ENSG00000276173,ENSG00000138448,ENSG00000111186,ENSG00000132465,ENSG00000117322,ENSG00000101825,ENSG00000120885,ENSG00000188257,ENSG00000118849,ENSG00000239264,ENSG00000127954,ENSG00000143341,ENSG00000211592,ENSG00000163017,ENSG00000239951,ENSG00000175084,ENSG00000198125,ENSG00000254709,ENSG00000083857,ENSG00000115457,ENSG00000241351,ENSG00000139220,ENSG00000162692,ENSG00000117595,ENSG00000117472,ENSG00000007062,ENSG00000126838,ENSG00000148346,ENSG00000091513,ENSG00000100003,ENSG00000142765,ENSG00000107796,ENSG00000124772,ENSG00000086570,ENSG00000105641,ENSG00000135318,ENSG00000149260,ENSG00000114638,ENSG00000106976,ENSG00000149021,ENSG00000170482,ENSG00000112699,ENSG00000170367,ENSG00000152952,ENSG00000132840,ENSG00000118785,ENSG00000117983,ENSG00000140297,ENSG00000251039,ENSG00000114473,ENSG00000147647,ENSG00000163430,ENSG00000125999,ENSG00000160161,ENSG00000101443,ENSG00000143320,ENSG00000039537,ENSG00000107611,ENSG00000067113,ENSG00000181143,ENSG00000243955,ENSG00000159212,ENSG00000120708,ENSG00000006118,ENSG00000138119,ENSG00000139329,ENSG00000171346,ENSG00000106809,ENSG00000185070,ENSG00000113296,ENSG00000140284,ENSG00000142583,ENSG00000121005,ENSG00000166033,ENSG00000187134,ENSG00000168056,ENSG00000165868,ENSG00000163207,ENSG00000082196,ENSG00000186847,ENSG00000105664,ENSG00000177455,ENSG00000047457,ENSG00000211677,ENSG00000068976,ENSG00000033170,ENSG00000156738,ENSG00000211679,ENSG00000007312,ENSG00000137673,ENSG00000132386,ENSG00000117643,ENSG00000176920,ENSG00000000003,ENSG00000114251,ENSG00000167653,ENSG00000142173,ENSG00000054179,ENSG00000184254,ENSG00000163975,ENSG00000182871,ENSG00000128602,ENSG00000141404,ENSG00000277585,ENSG00000107562,ENSG00000161798,ENSG00000185924,ENSG00000159714,ENSG00000211662,ENSG00000204291,ENSG00000096696,ENSG00000105855,ENSG00000211666,ENSG00000211663,ENSG00000132470,ENSG00000205420,ENSG00000115414,ENSG00000138615,ENSG00000171401,ENSG00000135744,ENSG00000154269,ENSG00000140263,ENSG00000100448,ENSG00000188488,ENSG00000116183,ENSG00000156042,ENSG00000077942,ENSG00000155066,ENSG00000135916,ENSG00000154096,ENSG00000243466,ENSG00000242371,ENSG00000130340,ENSG00000142156,ENSG00000161055,ENSG00000057149,ENSG00000157483,ENSG00000138185,ENSG00000163359,ENSG00000063660,ENSG00000123131,ENSG00000142798"
"GOTERM_CC_DIRECT","neuronal cell body","32","1039","276","13004","3.32e-2","2.98e-1","1.45","1.00e+0","2.83e-1","2.10e-2","ENSG00000104783,ENSG00000151892,ENSG00000171385,ENSG00000096093,ENSG00000138696,ENSG00000198947,ENSG00000161381,ENSG00000162670,ENSG00000171617,ENSG00000102468,ENSG00000277893,ENSG00000187957,ENSG00000120332,ENSG00000018625,ENSG00000124772,ENSG00000103264,ENSG00000095397,ENSG00000131711,ENSG00000133216,ENSG00000064692,ENSG00000181195,ENSG00000157103,ENSG00000132386,ENSG00000197208,ENSG00000173898,ENSG00000168081,ENSG00000116032,ENSG00000143603,ENSG00000104290,ENSG00000148357,ENSG00000082482,ENSG00000166963"
"GOTERM_CC_DIRECT","exocytic vesicle","5","1039","16","13004","3.38e-2","2.98e-1","3.91","1.00e+0","2.83e-1","6.68e-3","ENSG00000113657,ENSG00000137501,ENSG00000017427,ENSG00000142765,ENSG00000173227"
"GOTERM_CC_DIRECT","trans-synaptic protein complex","3","1039","4","13004","3.43e-2","2.98e-1","9.39","1.00e+0","2.83e-1","1.91e-3","ENSG00000164318,ENSG00000021645,ENSG00000110076"
"GOTERM_CC_DIRECT","IgA immunoglobulin complex","3","1039","4","13004","3.43e-2","2.98e-1","9.39","1.00e+0","2.83e-1","1.91e-3","ENSG00000276173,ENSG00000211679,ENSG00000211592"
"GOTERM_CC_DIRECT","secretory IgA immunoglobulin complex","3","1039","4","13004","3.43e-2","2.98e-1","9.39","1.00e+0","2.83e-1","1.91e-3","ENSG00000239951,ENSG00000276173,ENSG00000132465"
"GOTERM_CC_DIRECT","radial spoke head","3","1039","4","13004","3.43e-2","2.98e-1","9.39","1.00e+0","2.83e-1","1.91e-3","ENSG00000111834,ENSG00000160188,ENSG00000172426"
"GOTERM_CC_DIRECT","stress fiber","12","1039","76","13004","3.81e-2","3.22e-1","1.98","1.00e+0","3.06e-1","1.68e-2","ENSG00000154553,ENSG00000131435,ENSG00000072110,ENSG00000154330,ENSG00000270765,ENSG00000077157,ENSG00000172403,ENSG00000101222,ENSG00000122367,ENSG00000196526,ENSG00000107796,ENSG00000196923"
"GOTERM_CC_DIRECT","filamentous actin","6","1039","24","13004","3.81e-2","3.22e-1","3.13","1.00e+0","3.06e-1","9.88e-3","ENSG00000154553,ENSG00000131435,ENSG00000113657,ENSG00000187017,ENSG00000122367,ENSG00000196923"
"GOTERM_CC_DIRECT","perikaryon","14","1039","96","13004","4.12e-2","3.44e-1","1.83","1.00e+0","3.26e-1","1.99e-2","ENSG00000185924,ENSG00000131711,ENSG00000064300,ENSG00000181195,ENSG00000150672,ENSG00000155974,ENSG00000148219,ENSG00000186479,ENSG00000152092,ENSG00000142920,ENSG00000184985,ENSG00000108852,ENSG00000124772,ENSG00000141433"
"GOTERM_CC_DIRECT","caveola","11","1039","68","13004","4.25e-2","3.50e-1","2.02","1.00e+0","3.32e-1","1.82e-2","ENSG00000151320,ENSG00000156113,ENSG00000067113,ENSG00000144649,ENSG00000138185,ENSG00000141934,ENSG00000102468,ENSG00000128602,ENSG00000138119,ENSG00000080823,ENSG00000018625"
"GOTERM_CC_DIRECT","microvillus membrane","6","1039","25","13004","4.46e-2","3.62e-1","3.00","1.00e+0","3.44e-1","1.21e-2","ENSG00000107611,ENSG00000007062,ENSG00000155066,ENSG00000138448,ENSG00000138823,ENSG00000142765"
